ep,traj,reward,prob_failure,obs,dist_uni,entropy,oracle_calls,cache_calls,traj_len,avg_traj_len,samples,lamnda
1232,6165,-0.146,0.0,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07678571428571428, 0.026785714285714284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0375, 0.05178571428571428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.06428571428571428, 0.06428571428571428, 0.06428571428571428, 0.06428571428571428, 0.08928571428571427, 0.026785714285714284, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0625, 0.025, 0.026785714285714284, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.0375, 0.0375, 0.06428571428571428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06428571428571428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06428571428571428]}",0.2244360572163079,0,1233,0,"{'lens': [15, 15, 15, 13, 15]}",14.6,90884,0.614010000000022
1233,6170,-0.13399999999999998,-0.2,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08214285714285714, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026785714285714284, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.02857142857142857, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04107142857142857, 0.014285714285714285, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026785714285714284, 0.04107142857142857, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05714285714285714]}",0.2250699364646409,0,1234,0,"{'lens': [13, 15, 13, 13, 13]}",13.4,90951,0.6140150000000221
1234,6175,-0.13799999999999998,0.0,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08035714285714286, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026785714285714284, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.06785714285714287, 0.06785714285714287, 0.06785714285714287, 0.08035714285714286, 0.08035714285714286, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05357142857142857, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05357142857142857, 0.05357142857142857, 0.06785714285714287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06785714285714287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06785714285714287]}",0.23446727117195468,0,1235,0,"{'lens': [13, 15, 13, 13, 15]}",13.8,91020,0.6140200000000221
1235,6180,-0.15000000000000002,-0.2,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06504329004329004, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04004329004329004, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04004329004329004, 0.06504329004329004, 0.06504329004329004, 0.09572510822510823, 0.08143939393939394, 0.05075757575757576, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0125, 0.05984848484848485, 0.00909090909090909, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.026785714285714284, 0.07413419913419914, 0.057467532467532466, 0.04837662337662338, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.016666666666666666, 0.04837662337662338, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04837662337662338]}",0.22977340564263016,0,1236,0,"{'lens': [21, 11, 15, 15, 13]}",15.0,91095,0.6140250000000221
1236,6185,-0.13199999999999998,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07047619047619047, 0.02761904761904762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286, 0.02761904761904762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286, 0.07047619047619047, 0.07047619047619047, 0.07047619047619047, 0.07047619047619047, 0.05714285714285714, 0.02857142857142857, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.013333333333333332, 0.02857142857142857, 0.0, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.013333333333333332, 0.0419047619047619, 0.0419047619047619, 0.0838095238095238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07047619047619047, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07047619047619047]}",0.22691617758431634,0,1237,0,"{'lens': [13, 13, 13, 13, 14]}",13.2,91161,0.6140300000000222
1237,6190,-0.122,-0.4,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08035714285714286, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0625, 0.06785714285714287, 0.0, 0.025, 0.0, 0.0, 0.0, 0.0, 0.025, 0.08035714285714286, 0.08035714285714286, 0.08035714285714286, 0.05535714285714286, 0.05535714285714286, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04107142857142857, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04107142857142857, 0.04107142857142857, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286]}",0.23891444131720965,0,1238,0,"{'lens': [7, 13, 13, 15, 13]}",12.2,91222,0.6140350000000222
1238,6195,-0.148,0.0,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07644724556489262, 0.05218253968253968, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023529411764705882, 0.06394724556489262, 0.0, 0.0, 0.0, 0.02287581699346405, 0.0, 0.0, 0.0, 0.06394724556489262, 0.06394724556489262, 0.07505835667600373, 0.06255835667600373, 0.060037348272642385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.014285714285714285, 0.03716153127917834, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.026785714285714284, 0.06394724556489262, 0.06394724556489262, 0.06394724556489262, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06394724556489262, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06394724556489262]}",0.23048477865273143,0,1239,0,"{'lens': [15, 16, 17, 13, 13]}",14.8,91296,0.6140400000000222
1239,6200,-0.12,-0.2,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08392857142857142, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286, 0.04107142857142857, 0.0, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.05535714285714286, 0.08214285714285714, 0.06964285714285715, 0.06964285714285715, 0.04107142857142857, 0.04107142857142857, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.014285714285714285, 0.014285714285714285, 0.014285714285714285, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.05535714285714286, 0.05535714285714286, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05535714285714286]}",0.23695690824711205,0,1240,0,"{'lens': [13, 6, 13, 13, 15]}",12.0,91356,0.6140450000000223
1240,6205,-0.13399999999999998,0.0,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08214285714285714, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715]}",0.23935835268621466,0,1241,0,"{'lens': [13, 13, 13, 15, 13]}",13.4,91423,0.6140500000000223
1241,6210,-0.146,0.0,"{'obs': [0.0, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06329365079365079, 0.034722222222222224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05218253968253968, 0.034722222222222224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05357142857142857, 0.07718253968253967, 0.06468253968253967, 0.06468253968253967, 0.06468253968253967, 0.06468253968253967, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06468253968253967, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06468253968253967, 0.06468253968253967, 0.07718253968253967, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07718253968253967, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06468253968253967]}",0.2402553382996901,0,1242,0,"{'lens': [15, 13, 17, 15, 13]}",14.6,91496,0.6140550000000223
1242,6215,-0.13999999999999999,0.0,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09190476190476189, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05083333333333333, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02583333333333333, 0.0669047619047619, 0.0669047619047619, 0.0669047619047619, 0.05261904761904761, 0.03833333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.02857142857142857, 0.03833333333333333, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.0544047619047619, 0.0669047619047619, 0.0669047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08023809523809525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0669047619047619]}",0.23685751445120032,0,1243,0,"{'lens': [14, 15, 13, 13, 15]}",14.0,91566,0.6140600000000224
1243,6220,-0.156,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07166666666666666, 0.02361111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04805555555555555, 0.02361111111111111, 0.0, 0.0, 0.01111111111111111, 0.0, 0.0, 0.0, 0.03694444444444444, 0.06055555555555555, 0.06055555555555555, 0.06055555555555555, 0.07166666666666666, 0.049444444444444444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02222222222222222, 0.049444444444444444, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03333333333333333, 0.05916666666666666, 0.07305555555555557, 0.08638888888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07305555555555557, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06055555555555555]}",0.2277145423194388,0,1244,0,"{'lens': [15, 14, 15, 17, 17]}",15.6,91644,0.6140650000000224
1244,6225,-0.13799999999999998,-0.2,"{'obs': [0.01818181818181818, 0.011764705882352941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07068181818181818, 0.029946524064171122, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0509313725490196, 0.029946524064171122, 0.0, 0.0, 0.0, 0.0, 0.01818181818181818, 0.0, 0.08769607843137255, 0.0691131907308378, 0.044848484848484846, 0.044848484848484846, 0.044848484848484846, 0.03151515151515152, 0.01818181818181818, 0.0, 0.0, 0.02426470588235294, 0.02426470588235294, 0.02426470588235294, 0.013333333333333332, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02426470588235294, 0.037598039215686274, 0.0509313725490196, 0.0509313725490196, 0.06426470588235293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0509313725490196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0509313725490196]}",0.23127501915283172,0,1245,0,"{'lens': [15, 14, 14, 10, 16]}",13.8,91713,0.6140700000000224
1245,6230,-0.136,-0.2,"{'obs': [0.011764705882352941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07105042016806723, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.051050420168067226, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.051050420168067226, 0.07105042016806723, 0.07105042016806723, 0.08281512605042016, 0.08281512605042016, 0.051050420168067226, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0325, 0.051050420168067226, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.045, 0.06355042016806722, 0.051050420168067226, 0.051050420168067226, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.051050420168067226, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.051050420168067226]}",0.23619037802366413,0,1246,0,"{'lens': [13, 9, 16, 15, 15]}",13.6,91781,0.6140750000000225
1246,6235,-0.14,-0.2,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07011904761904762, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07011904761904762, 0.0, 0.02, 0.0, 0.0, 0.0, 0.02, 0.0, 0.08261904761904762, 0.07011904761904762, 0.06761904761904762, 0.057619047619047625, 0.057619047619047625, 0.030000000000000006, 0.02, 0.0, 0.0125, 0.0125, 0.0125, 0.0125, 0.03761904761904762, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.05011904761904762, 0.05011904761904762, 0.05011904761904762, 0.05011904761904762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06345238095238095, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05011904761904762]}",0.23804649846756346,0,1247,0,"{'lens': [14, 9, 13, 19, 15]}",14.0,91851,0.6140800000000225
1247,6240,-0.12999999999999998,-0.2,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08452380952380951, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.057738095238095234, 0.026785714285714284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04523809523809524, 0.07202380952380952, 0.07202380952380952, 0.07202380952380952, 0.07202380952380952, 0.04285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029166666666666664, 0.04285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029166666666666664, 0.07202380952380952, 0.07202380952380952, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05535714285714286]}",0.24034930531840468,0,1248,0,"{'lens': [11, 13, 15, 13, 13]}",13.0,91916,0.6140850000000225
1248,6245,-0.13399999999999998,-0.2,"{'obs': [0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09579365079365079, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07357142857142858, 0.025396825396825397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.046785714285714285, 0.07218253968253967, 0.07218253968253967, 0.08329365079365078, 0.08329365079365078, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043611111111111114, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043611111111111114, 0.05218253968253968, 0.05218253968253968, 0.05218253968253968, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.05218253968253968, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05218253968253968]}",0.24948913375026813,0,1249,0,"{'lens': [13, 17, 13, 15, 9]}",13.4,91983,0.6140900000000226
1249,6250,-0.13999999999999999,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09065126050420169, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07888655462184875, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0125, 0.0, 0.0, 0.05283613445378151, 0.06712184873949581, 0.06712184873949581, 0.06712184873949581, 0.06712184873949581, 0.05357142857142857, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.026050420168067225, 0.026785714285714284, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.026050420168067225, 0.05283613445378151, 0.05283613445378151, 0.06712184873949581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06712184873949581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06712184873949581]}",0.2407334737381044,0,1250,0,"{'lens': [13, 15, 13, 13, 16]}",14.0,92053,0.6141200000000225
1250,6255,-0.13999999999999999,0.0,"{'obs': [0.02583333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0794047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06690476190476188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06690476190476188, 0.06690476190476188, 0.06690476190476188, 0.06690476190476188, 0.06690476190476188, 0.05178571428571428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02761904761904762, 0.05178571428571428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02761904761904762, 0.06690476190476188, 0.06690476190476188, 0.06690476190476188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06690476190476188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06690476190476188]}",0.24697345090303643,0,1251,0,"{'lens': [15, 14, 15, 13, 13]}",14.0,92123,0.6141250000000226
1251,6260,-0.144,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06619047619047617, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08952380952380952, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06619047619047617, 0.06619047619047617, 0.052857142857142846, 0.06285714285714286, 0.04857142857142857, 0.024285714285714285, 0.0, 0.0, 0.0, 0.013333333333333332, 0.013333333333333332, 0.02761904761904762, 0.014285714285714285, 0.024285714285714285, 0.0, 0.01, 0.0, 0.0, 0.0, 0.02761904761904762, 0.0419047619047619, 0.06619047619047617, 0.06619047619047617, 0.08619047619047618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06619047619047617, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06619047619047617]}",0.2496666492343087,0,1252,0,"{'lens': [13, 14, 19, 13, 13]}",14.4,92195,0.6141300000000226
1252,6265,-0.11599999999999999,-0.4,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08630952380952381, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08630952380952381, 0.0, 0.0, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.08630952380952381, 0.08630952380952381, 0.08630952380952381, 0.08630952380952381, 0.057738095238095234, 0.030952380952380953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026785714285714284, 0.030952380952380953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026785714285714284, 0.07023809523809524, 0.07023809523809524, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04107142857142857]}",0.2651082707426364,0,1253,0,"{'lens': [15, 13, 11, 6, 13]}",11.6,92253,0.6141600000000226
1253,6270,-0.156,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07342314118629908, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07342314118629908, 0.0, 0.0, 0.0, 0.01111111111111111, 0.01111111111111111, 0.0, 0.0, 0.06092314118629908, 0.06092314118629908, 0.06092314118629908, 0.06092314118629908, 0.0577485380116959, 0.021637426900584796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.03611111111111111, 0.010526315789473684, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0503968253968254, 0.07144945697577276, 0.07342314118629908, 0.0628968253968254, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010526315789473684, 0.0, 0.0503968253968254, 0.0, 0.0, 0.0, 0.0, 0.0, 0.042105263157894736, 0.010526315789473684, 0.06092314118629908]}",0.24258313530034817,0,1254,0,"{'lens': [17, 18, 15, 13, 15]}",15.6,92331,0.6141650000000226
1254,6275,-0.146,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06468253968253967, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05357142857142857, 0.01111111111111111, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05357142857142857, 0.0503968253968254, 0.0628968253968254, 0.03611111111111111, 0.03611111111111111, 0.02361111111111111, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.02857142857142857, 0.02857142857142857, 0.0125, 0.02361111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.05357142857142857, 0.07718253968253967, 0.039285714285714285, 0.039285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0365079365079365, 0.0, 0.039285714285714285, 0.0, 0.0, 0.0, 0.0, 0.01111111111111111, 0.047619047619047616, 0.025396825396825397, 0.06468253968253967]}",0.23496356888050166,0,1255,0,"{'lens': [17, 13, 15, 15, 13]}",14.6,92404,0.6141700000000226
1255,6280,-0.13799999999999998,-0.2,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06785714285714287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06785714285714287, 0.0, 0.0, 0.0, 0.0125, 0.0, 0.0, 0.0, 0.06785714285714287, 0.06785714285714287, 0.06785714285714287, 0.06785714285714287, 0.08035714285714286, 0.026785714285714284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04107142857142857, 0.026785714285714284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.06607142857142857, 0.08035714285714286, 0.06785714285714287, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05535714285714286]}",0.24773828808073214,0,1256,0,"{'lens': [13, 13, 15, 15, 13]}",13.8,92473,0.6141750000000227
1256,6285,-0.13799999999999998,-0.2,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08035714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06785714285714287, 0.014285714285714285, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.05357142857142857, 0.06785714285714287, 0.06785714285714287, 0.06785714285714287, 0.08214285714285714, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05357142857142857, 0.026785714285714284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05357142857142857, 0.08035714285714286, 0.06785714285714287, 0.05357142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.05357142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05357142857142857]}",0.24631834842115788,0,1257,0,"{'lens': [13, 13, 15, 13, 15]}",13.8,92542,0.6141800000000227
1257,6290,-0.142,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06646825396825397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06646825396825397, 0.01111111111111111, 0.0125, 0.0, 0.01111111111111111, 0.01111111111111111, 0.0, 0.0, 0.05535714285714286, 0.06646825396825397, 0.07896825396825397, 0.06646825396825397, 0.07757936507936507, 0.0365079365079365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04107142857142857, 0.025396825396825397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04107142857142857, 0.06646825396825397, 0.06646825396825397, 0.06646825396825397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06646825396825397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06646825396825397]}",0.24059757223297143,0,1258,0,"{'lens': [13, 13, 17, 13, 15]}",14.2,92613,0.6142100000000227
1258,6295,-0.156,0.0,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07281512605042018, 0.021764705882352943, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.039285714285714285, 0.033529411764705884, 0.0225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.039285714285714285, 0.07281512605042018, 0.08355042016806721, 0.07105042016806722, 0.05855042016806722, 0.046785714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.011764705882352941, 0.046785714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.02426470588235294, 0.061050420168067235, 0.061050420168067235, 0.07355042016806723, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.061050420168067235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.061050420168067235]}",0.23415305753707702,0,1259,0,"{'lens': [19, 15, 16, 15, 13]}",15.6,92691,0.6142150000000227
1259,6300,-0.142,0.0,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07857142857142856, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06607142857142856, 0.0, 0.0, 0.0, 0.0125, 0.0, 0.0, 0.0, 0.06607142857142856, 0.05178571428571428, 0.05178571428571428, 0.05178571428571428, 0.06428571428571428, 0.025, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.014285714285714285, 0.014285714285714285, 0.026785714285714284, 0.025, 0.0, 0.0125, 0.0, 0.0, 0.0, 0.014285714285714285, 0.04107142857142857, 0.06607142857142856, 0.06607142857142856, 0.07857142857142856, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06607142857142856, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06607142857142856]}",0.2370792937132443,0,1260,0,"{'lens': [15, 15, 15, 13, 13]}",14.2,92762,0.6142200000000227
